engine_size,horsepower,weight,cylinders,age,turbo_pressure,fuel_octane,drivetrain_ratio,compression_ratio,aerodynamic_drag,tire_width,ambient_temp,altitude,ethanol_blend,targets
2.4982557738163287,118,1922,4,5,1.203515068677425,89,3.709924102424717,11.537831477776988,0.23021945656879708,229,10.952617381329194,18,15,25.803026873110788
2.9896021024763266,194,1016,8,6,1.356222404344655,87,4.137677200344339,9.444271336279012,0.3277661773878925,257,33.175345211953235,112,15,22.28923580410329
1.9350214076794787,238,1968,4,11,0.7235860423302833,87,3.6623180085099767,10.516204824931888,0.3294827314393019,206,15.975385540172464,5,10,22.72421716550261
1.5007203603500783,224,1447,6,14,1.9215894630065171,87,3.288821622947411,10.959876505747888,0.3333579781590212,250,23.485472910600542,485,10,30.622592902133576
1.508976451819771,189,936,4,0,0.0,93,3.366654790395334,10.719417914171524,0.33865576182795804,175,8.221992646852517,436,10,46.296052466637036
2.528705409019589,162,1029,6,0,0.0,87,3.0783701852396663,10.860595516823384,0.3402764632017727,247,21.0139247293611,96,10,38.37931753024295
2.6120594197761893,241,1977,4,4,0.794845987816674,87,2.8572138752384832,9.617026752141227,0.2727083776795216,229,26.592293035819026,135,10,26.883705682255048
2.4353829031040153,221,1659,4,1,0.0,89,3.979303488070641,9.675613496210987,0.35671443953481713,183,13.315186449698981,295,10,30.44178452869308
1.59531562783339,260,1155,6,5,0.0,89,4.707345101597355,9.527256771301174,0.3288226840911591,247,23.50358468429151,561,15,31.693513065039674
2.184214927511292,180,2054,8,8,0.0,87,3.0327498495640293,8.653892793959102,0.3211926186652472,205,19.757882020266237,96,0,13.380348661379895
2.097696909621651,284,1748,8,11,0.0,93,4.553000906578628,10.471076943714202,0.33114233355420386,220,30.680889292502933,464,0,28.998942581501034
2.173939607458293,154,1410,8,6,0.0,93,2.6113066514623617,10.309304859845724,0.40551182890235726,203,21.00173026072468,1334,10,27.92540811493516
2.7319074702932906,137,1604,4,24,0.0,87,3.8678136077521867,10.41471289153335,0.3792283352587934,201,25.360485899473495,801,0,34.75581742976471
2.1776764114868663,359,1193,4,3,1.3607333587780535,95,3.889940428200199,11.507034700142775,0.39368685085416977,192,8.920214730732516,159,10,34.698202035155454
2.55389526124085,157,2199,4,11,0.0,93,4.232665946468405,11.519996466703889,0.338631227046224,273,37.43661955922588,175,0,31.53915631583214
2.06195110793337,242,1084,12,17,1.5427996456272233,89,3.5592819769525215,9.96450999695142,0.2895463624255834,262,16.08884676893068,247,0,33.05268560137643
2.2281948860605176,207,1049,12,10,1.718945085238729,89,3.598417236792435,9.215779486391565,0.25444769507758297,264,6.890408402265331,370,0,27.676734591631046
2.51167755635551,362,1568,12,2,0.6496041317540562,93,3.6298535165258397,10.552146381311687,0.3683156038129157,202,28.81862018988894,113,10,24.56141686434698
1.2092441113653598,288,2508,6,3,1.638121438876336,89,4.320843694953622,10.45499786949674,0.32481642429762175,270,35.53886462898136,59,0,14.56047900273652
1.8005912339491572,139,1007,4,5,0.0,87,3.6993556247690402,10.825012136804299,0.2584633065809515,250,22.37841404948461,169,0,43.244736071638705
1.708079382222648,405,1785,8,1,0.0,89,3.057332531919891,9.226450708033115,0.32578501266116805,269,5.415197514190151,531,0,26.780392473371112
1.610255324574118,326,1524,8,1,0.9965474115164765,93,3.535241312726504,10.071808768305551,0.42961290037903477,230,40.222191782237495,83,10,31.20060066102042
1.8288735156023863,199,1639,4,1,1.2697821631376203,89,3.0385509365081496,11.464597599830787,0.25712625714105763,243,14.944527535472577,955,10,37.37666706389673
3.39814419950803,154,1899,4,0,0.0,89,4.461222948437564,10.00535118196672,0.2746262518801989,263,16.205866969373993,485,0,28.87367711151698
1.4872951125780398,248,1260,12,3,0.0,87,3.4548664195767955,10.349441194870305,0.4358174899999142,247,18.24984286765095,84,10,29.78789037827837
2.826099306945878,253,1409,6,2,1.112908062224966,91,4.179284940458225,10.05974211225018,0.2853303854681603,217,11.729578861708326,110,85,22.100076859989016
1.1173899679066603,123,1258,12,9,1.388621580237755,87,3.1957650010752348,9.767946263329746,0.2777220485834562,211,5.932944338618054,835,85,25.48789738583427
1.7910288647522874,242,1990,6,3,0.8080935953668532,87,3.7023152874175005,10.698389920533879,0.34330621233332026,236,4.469187843626774,1159,0,22.081071858418532
2.13179334775801,315,1945,12,14,0.0,93,3.8812581031793933,8.80825571128854,0.4166555080706984,233,16.1524652866451,870,15,19.806368176916266
2.4723715111260836,237,1106,6,4,0.4726492141974965,87,2.9283917636477645,11.171465036785614,0.3058198131903087,217,17.469833852619765,1336,0,35.46021251522722
2.582942629143174,223,1633,8,0,0.9093964029735829,91,4.411106166081317,9.327757849370052,0.2765202116112673,177,8.05784952321333,385,15,24.614758755801287
2.6582593591057613,214,1867,6,2,1.576034868052029,89,4.201638067809847,11.98418182343444,0.39525162149902476,216,26.10258641852092,122,0,26.284568065887726
1.7823740733308246,173,943,8,0,0.9350181178509529,87,4.618139176259099,9.067038979110167,0.3199836822031821,204,24.63483555771096,69,15,29.03139818539747
1.712881213093934,340,1985,4,6,0.6602738072737303,89,2.815764706443654,12.354457562352131,0.2533690369325531,236,23.84109132396262,186,10,30.43180971057889
2.7190744820152437,203,1477,6,0,2.429661089318823,93,4.704836658779818,11.917990380503726,0.2852772470709689,232,29.70672244757894,440,10,35.18362524862811
1.8833337661256333,248,1341,4,5,1.3245734505574402,95,3.316103152148058,9.999912210598684,0.3703215149716788,205,32.535889342287,1316,0,37.95538949453992
1.2885399901476398,145,1988,8,2,0.0,87,3.024134819765467,9.26719398368223,0.33443888407574135,186,13.742109026655365,449,85,19.42339432931714
1.3543877065218362,221,1895,4,2,0.0,87,4.139697784833122,10.599924604323263,0.3590906504460688,222,14.093710560243926,1496,10,34.583846579788165
1.4596427294218561,275,1020,3,5,0.0,87,3.9871226258095973,9.9735850768895,0.36005011773746587,265,0.46423443671511677,248,0,33.849409740110424
2.396492620711601,201,1752,4,0,0.0,91,3.1925643448626198,11.382904284585338,0.2836622363824997,219,9.148608457464443,1815,0,38.14329523388944
2.116680389882858,203,1738,8,1,0.0,87,2.6164796047418317,9.336153015810488,0.33681268114715174,212,21.434813514318847,777,0,26.162369653798155
2.5642598357596054,229,900,4,0,0.0,87,2.9729438846908502,10.716964192025646,0.24768270758445776,227,20.852763616989,229,10,39.37432945189936
1.7340532266818818,271,1696,4,10,0.0,95,3.719581615617148,9.622725472065724,0.3615154701357286,214,39.24343575114253,609,85,26.033149841189097
2.1286519496534186,241,1355,6,0,0.0,89,4.159276056035486,10.592552014006886,0.27915013010193906,255,24.895152262493635,73,0,35.94036917588776
2.5066736567543684,465,1895,10,8,0.7872514096836922,87,4.321589187746826,9.443652508793983,0.26208064361760963,212,24.140876539502187,378,0,15.426590184544093
1.807109687303448,359,1200,6,2,1.5241721568074746,87,4.100467246539022,9.628956394589201,0.2931223845044285,222,27.560368295961215,114,10,25.909306239057614
2.3628566528121104,188,1542,6,2,0.7091778306776872,87,3.136051593991352,8.79739886650868,0.35867575823832587,236,-4.1666784862981245,956,15,24.41024039842349
1.597317916715726,332,1312,6,11,0.0,87,4.40512043536032,10.573756032603828,0.28738064092899024,270,23.81379874502745,515,15,27.984646213937395
1.7734577175518016,123,1277,6,5,0.9548067361512811,93,3.4654873798738035,10.563658777655542,0.3306418845780197,209,17.917738148083583,607,0,37.839354047401834
1.761898176233831,207,900,4,0,0.0,89,3.9982634964896313,10.596248651423222,0.3116886259048326,207,30.00955691790108,213,10,45.63208421627232
1.3250578568656264,135,1872,4,1,1.6219408410960658,93,2.1479762963536286,11.783168958752567,0.3160575547066636,233,17.4512724796898,848,85,28.013371702658034
2.3879622048131974,282,1906,6,4,1.0674682057607994,87,4.203497522985133,11.611861349538609,0.28887414212087487,240,9.761270883582043,883,0,10.916932730857495
1.7086595614564228,201,1525,4,2,1.1648770580148322,89,3.9718907066738467,9.180115502888228,0.27246453067773224,233,20.511513374144346,1175,0,30.885406250878585
2.022578012573981,151,1629,3,3,0.0,89,4.018212727466587,9.74785332993646,0.3449294760531718,234,30.84801696797244,708,85,28.52858180126606
2.382764410394873,303,1243,6,2,0.9763559567195793,91,3.3439724392513064,9.59069995897844,0.3137082962595914,207,13.251998841745767,1077,85,20.047279454505755
2.354399985104546,157,1876,4,16,0.0,91,3.4698269628565708,11.476668788381058,0.3162445007686615,226,20.900498165472573,238,0,33.40873538193493
2.5418312558797767,292,1586,8,2,0.9701269321189853,89,2.8715014878813934,10.090155238749604,0.32954188881936985,219,30.175068448992874,206,0,23.951644580355772
1.9455215309272338,251,1521,8,2,1.4663143806426435,89,3.8805792019418397,10.801645078905771,0.31545965342420135,218,28.637280464071374,383,15,28.42967245284256
1.7364548473891468,214,2014,8,0,1.2038327312234778,87,3.9070254409745426,11.081808890668547,0.40231004863284203,230,18.487234873789326,203,0,21.227261509021535
1.9583428407135126,319,1044,6,4,0.0,89,2.558243937571392,10.549497871562572,0.30121812784225627,253,6.265471521425614,67,0,33.82206788057378
1.1156452623089705,167,900,8,2,1.5645805029956001,93,2.5634344137711214,11.510133550518349,0.37296588183141166,215,8.835314504177948,134,0,35.79907831553461
1.2135022916573543,128,1655,6,1,0.7212067864975593,89,2.9116341939591033,9.601520045215583,0.26737087481484084,192,23.87181974309841,160,10,32.2526347907048
1.2675110009245603,154,1426,8,16,1.248080046742484,95,3.9983766293415157,10.737587390481593,0.2981854676151089,235,22.16043835303555,148,85,25.45505850036241
1.4204356358011327,462,1102,5,6,0.0,91,4.533685926402496,8.558856293664865,0.31200614701446977,208,13.609020377385296,296,0,30.88644579000876
2.316183943196178,173,1560,6,3,1.8624673178374105,91,3.785296848577646,11.720194602696559,0.22,175,23.489936704260963,38,10,29.717186774613573
1.4667987875567412,197,1627,4,0,0.0,89,3.2312377896623445,9.86626207401612,0.39904927224564796,214,15.22288997692236,1534,0,32.38107420749467
1.764104341042625,391,1807,8,2,0.0,91,2.247015052309446,11.081638718185623,0.3397074180617674,194,18.218633708538203,1869,0,27.04089384294067
3.173166242977988,197,1113,6,2,0.0,91,3.959322505716734,9.143751819624638,0.289115597333511,195,35.798131684181634,358,10,34.28873860952187
1.7776772743519986,285,1356,6,1,0.0,93,3.500996799300682,9.929056410606519,0.22,248,36.506360614845256,597,15,35.90625111392208
2.6068183349594127,409,1604,4,19,0.0,93,3.841308842039971,11.945757798088792,0.2860669922829486,233,19.527941381798094,921,0,32.88142156857095
1.4524238942658234,268,1887,5,0,0.0,91,3.280381659834732,8.947459590166062,0.3237812473800143,215,19.860566593933548,134,0,33.34297058451774
1.8740406117630513,227,1818,12,1,0.0,87,3.5232839544452825,11.264760681155456,0.2774882988777403,211,16.535674633309494,858,0,31.83957067462964
1.444108651096016,307,1327,12,1,0.0,87,4.4116640534080505,10.561015524783882,0.3552250675862878,188,31.79171113547055,154,10,38.229336197370706
1.7884305068895372,112,1681,10,0,0.0,89,4.208235924381181,11.34126524740551,0.2645281097044143,230,12.362021125435067,998,0,38.292985730572696
2.7023123924190364,196,1317,10,5,1.3681193152995235,89,4.1851623591650435,9.901327699126632,0.3781000152652735,215,-2.125337895440712,587,10,16.728561467068957
1.1001404482516577,362,1355,6,30,1.4434079139045637,89,2.0,10.12827407289503,0.3145782826509519,239,22.741216081056553,23,0,26.339661990633594
2.344444003912235,174,1390,6,10,0.0,89,3.698196485359226,10.723014040904017,0.25701452292916815,209,36.26163524312567,863,0,38.731499236506146
2.1884804855990425,100,1275,8,1,0.0,93,3.5680217435029205,10.498487657126958,0.3103411215543721,236,42.957775505318914,1664,0,41.00908199567852
1.6356618366588465,241,1757,5,4,1.6080225055341186,89,4.262701312539803,10.691233505698229,0.3185017010120011,182,12.480462608482839,230,10,29.170738842687193
1.2139502978261074,286,1825,4,2,0.0,93,3.4273722714246664,10.692521975698222,0.4430124499152369,221,32.884464640233475,722,0,32.15633295833955
2.0652376978367633,205,1359,8,7,0.0,93,3.2837882460510923,9.84048169654263,0.3583336986203565,216,15.51515855726134,215,0,27.48389720836287
1.6730989271185919,287,1560,4,2,0.0,89,4.559001546883366,9.693622357348287,0.2940055854715373,228,34.550332440692955,1,85,28.508884519797295
2.184608582320286,251,1365,4,1,0.0,91,3.843438751772539,11.104474389036898,0.3068706616990336,182,12.058521647661287,253,10,39.689281735129654
2.0292134419174412,616,1171,8,1,1.3082176254155573,87,3.111229400676193,11.617916490691645,0.40497890612280074,204,32.43932777687844,642,10,26.343759065091362
3.5276171404046326,309,1118,8,8,0.0,89,2.779468434875085,12.240595549033056,0.24165615471176835,241,24.709298369587824,119,0,23.623454861052032
1.8519247995119603,251,2111,4,2,0.0,91,3.8305689907875857,10.777560948756756,0.2931405362814411,182,34.656931344011205,234,0,35.59734862478676
1.4074448222266107,119,1239,4,3,0.8403111385673705,87,3.434081194530105,10.88107098512449,0.3471315652345357,233,20.231201117174855,278,10,38.20520153804861
2.144157008780806,179,1722,4,14,0.0,91,3.622702702330157,9.910070586120787,0.27745224933386803,270,29.10000243637892,158,10,28.32926393140019
2.1749351312649625,158,1636,6,1,0.0,95,3.5089352667618394,11.787133776905977,0.38848749428189955,245,9.844509262965017,405,0,37.1428830678694
3.240461154572257,387,1083,4,17,1.097566614730221,89,3.6221908963811473,9.49704343912005,0.31755259085637416,204,9.241469248462993,18,10,28.549123998689545
2.6974015913841507,152,1648,6,3,0.0,95,4.324931309229057,11.329842683681234,0.254732600882419,231,24.920549099836755,427,10,41.10481389340035
2.2816637019394346,204,1603,4,9,1.331583898024708,87,3.005116632059144,8.146830430159195,0.3123419704916939,219,16.076634807239977,691,0,24.288125142274914
3.3607226052088124,262,1491,8,17,0.9080698935472206,87,3.519178665631801,10.331626373470606,0.28871157258515406,244,15.912575111898706,338,10,11.425518152824306
1.328343837055042,190,1347,12,0,1.1530023760268127,91,3.7194548696021577,12.020798287408436,0.35138548613061665,202,16.6796134240214,284,85,36.12723204669072
1.6097630005567778,200,1499,4,5,1.135939746815251,91,4.049995036772576,10.459944547166083,0.33545933370594305,193,16.577513459616537,403,10,35.52065238498582
1.4560079654098692,251,1665,4,7,0.0,87,4.172947054905301,9.853585126836998,0.25922493647926537,231,16.38829599638239,106,15,32.632764680481785
1.7569275422703454,174,1198,6,2,0.6840026554651074,87,3.248055267985924,9.210931578784155,0.2862245064639283,245,27.711359732192708,835,85,27.757357475362863
1.2437858688550851,240,2002,4,4,0.0,93,3.4657428107616437,10.44567404752099,0.30716309738298225,242,-1.2322504393217493,257,10,33.319949667692036
2.5150755211347096,303,1740,4,4,0.0,91,4.27757196255809,10.867956666624789,0.2951195651881915,197,17.943887523493345,118,10,32.945797192312675
1.8630632767442787,183,900,4,2,1.8410840986821828,89,4.598526923415225,11.729807157126789,0.3662234210763628,195,20.45483020373465,657,10,38.291628068918484
1.2034805259426453,157,1421,6,8,0.0,89,3.227572848834139,11.779374790633458,0.25390496668652895,209,11.185399023910339,914,15,35.56030833159751
1.4113508869471154,421,2245,4,8,0.0,89,3.098656888084042,12.039989722074488,0.379014812186394,238,8.225460676981985,128,0,23.890597741509147
2.247300788729982,423,1625,3,2,0.0,87,3.256501430082956,8.514144452459359,0.3449640608389711,197,18.436428570725315,226,10,27.184561778363634
2.7002498310901513,223,1246,6,7,1.5309637455291771,95,4.073500266786203,12.317674010188394,0.23680474628536358,219,13.207589705965127,614,15,32.57747207511149
4.0505627095313805,238,1723,6,12,1.2000749293373978,89,3.4587548926318434,9.578492979466542,0.3170945741046807,219,14.040848891892178,510,10,14.997157417775055
5.58370125082765,237,900,10,7,1.9913329451152284,91,4.47667265676688,8.72691473355991,0.23765519321182058,209,26.687967871814315,429,15,15.71823626723092
2.3280786220253993,196,1594,5,4,0.0,87,3.979300727833446,10.062210099828361,0.3184676573316718,199,14.056341322551749,335,85,28.0625281345985
1.4242732134851488,221,1324,4,2,0.0,87,4.2444720971580825,10.995427156652399,0.2726315736556798,216,18.474395812953574,59,15,38.35808281586548
0.9548355061026493,119,1515,4,4,1.0012672702739507,93,3.6797815264812583,9.56912366201309,0.3357650410495135,244,9.233863451957603,338,10,36.39889910423641
2.2115619084787115,142,1034,6,0,0.0,87,2.586253744114012,11.784590692724446,0.3777148203017333,222,39.97264485514172,212,0,37.88239330556515
1.51508359649159,201,1349,3,5,0.0,91,2.556536263310284,9.15900079992131,0.35088937289010674,223,9.476960230168537,571,15,34.72004695805903
1.7412878078673912,184,900,8,0,0.0,89,3.851348479480227,11.86231827248635,0.2884502174145038,215,6.031948386417149,1152,0,37.82442263315666
1.6254197991051451,148,1283,4,1,0.0,89,4.098942450513891,9.254858498936851,0.2724561876555339,231,18.32737935593446,25,10,37.49603268782003
1.916926629553293,221,1542,4,0,0.0,89,3.2926273522141827,11.327928618908869,0.26067860443937174,244,11.873715952297143,99,0,40.904072362138166
2.924410964586507,290,1889,6,1,0.0,91,2.9530976188492617,11.777595860015944,0.2755758698851192,243,24.794213116715973,190,85,29.411989791652
2.127541310367431,174,2362,6,14,0.0,89,2.929227762201868,11.927416017870918,0.37217489132208353,200,11.332443225346902,74,0,16.814473301656967
1.9049919960789135,108,1213,6,1,1.628815070516803,91,3.206167368706528,9.63133189716071,0.26670052743443734,204,28.503843654682463,154,0,36.95109046819407
1.4014693003221375,251,1677,4,10,0.9139626813623489,91,3.7056331894332635,9.507969766633623,0.34168172100992333,206,24.694845059272044,222,15,23.480313851522173
1.120596316822935,202,1382,8,11,1.127680547223006,87,2.7130499836792743,10.658468662898196,0.38385296911039035,176,9.837415288154654,107,10,24.20966725037048
1.6985793612190976,309,1395,4,0,1.494905480060607,87,2.0136035676175332,10.912979148429809,0.35944303418218027,203,15.511557629153053,240,10,26.639996119373844
1.9762005897670631,138,1531,12,5,1.4138420547577015,93,2.4661285766010455,10.661534295991862,0.320419938543372,212,6.176778334488409,284,0,30.41835808184721
3.738840249993878,154,1444,5,8,0.0,89,2.832468482157343,9.745537776095079,0.2902207419701177,226,24.064967540755475,94,0,33.84719397115028
2.107697422188883,198,2153,4,11,1.6339263817700085,89,4.316044352148424,10.595500132754108,0.3235640922481416,234,15.733031063437284,36,10,23.04808092828048
2.840439599804296,165,1395,6,2,0.0,87,3.36321524166826,11.238621308382394,0.34303951492551815,190,15.215874980945134,221,10,31.865117852568105
1.690875666347043,345,1099,4,11,0.0,87,2.590329246282683,11.147138394524832,0.28511765590633825,207,23.704880709834637,12,0,40.0152646283986
1.330120689037654,141,1564,4,5,0.0,91,3.7602225112216248,10.730934866382125,0.3091315429261589,245,20.28059774374181,191,85,33.926860783240144
1.436499330277227,196,1124,4,1,1.8737258044499414,89,3.18158983865961,12.334092603997663,0.29729621254779565,227,17.356107807886122,358,15,38.34024141338857
1.5623184086530555,460,1370,6,14,0.0,91,4.025001871541331,9.840872278850801,0.3368696870920277,209,24.042100729836534,629,0,32.19423038694618
4.241701162516685,137,1870,8,0,1.2373428065702599,89,3.995567446090666,11.131007806318136,0.3815179741665669,256,15.459733054428673,1430,15,20.82862188449838
1.5106116911439895,229,1413,5,0,1.0068588139083448,89,3.4718278691800184,9.40112639631629,0.36228715490102414,240,17.699756152930828,412,0,34.300695512516995
2.700592575420536,204,1682,6,6,1.3521897178165405,87,2.5280268507320383,11.606751919196377,0.22,221,19.192720484471796,303,15,26.795025936175893
1.4681094544568278,265,1426,4,12,0.0,91,3.4157205998670794,9.709124495135198,0.3302527755027358,247,21.53358761140142,32,0,34.26603727046213
2.7900249948088236,255,1591,4,0,0.0,87,3.298708025137875,11.98153662059385,0.22672638925617367,211,18.318765796030952,24,0,39.23679941531083
2.3041983721183814,249,1256,4,1,1.533285431727892,87,2.644631414353253,11.763322258201825,0.3233099059676226,213,26.80404499160872,278,15,33.72895662584983
1.9063239152208484,317,1783,4,0,0.0,87,4.166117766019264,10.686296675356973,0.33181154215735753,224,10.01919080793846,449,0,32.437693657371554
1.9852267033458957,314,1038,6,3,0.0,89,3.3777508825203184,10.814139062083271,0.35290170849979074,233,9.998125746431752,1326,10,35.06209679551414
1.6013136227228462,183,1219,4,9,0.0,91,4.164150253373271,9.514770322445644,0.2927087493985185,249,5.154522274649519,135,10,33.276090531309336
2.3540218020971957,180,1528,4,6,1.0527745044996042,91,3.3376545766397037,11.836476556985012,0.3263438851426278,210,25.19690844697659,1162,15,37.667492548627585
1.7173042792989164,286,1788,6,7,0.0,87,4.117492502913991,10.048094975097241,0.3582414692681952,212,17.112562473794327,281,10,22.78114704014327
1.3113248770737866,241,1574,4,3,0.0,89,3.8054271241866835,10.036727454265364,0.3334813830081803,241,19.441919271933653,229,85,26.818549757695212
1.2875251006138608,257,1679,4,1,0.0,95,3.3696687695668697,12.049118846944584,0.24724936544874992,234,2.3804970676449315,324,15,38.92458673425729
2.1391440474682932,230,1073,6,9,1.9117878375843549,93,3.7267871554140752,12.74861706380505,0.3224678404048576,191,24.72080715477781,158,85,31.024686809975577
3.499716410858587,191,1389,4,3,1.6745235248541939,89,4.17129061391383,10.879714765973064,0.40241447590625207,205,19.725053933712505,272,15,34.9298871241324
2.129733947729859,280,1583,4,1,0.0,93,3.2706381470830457,10.713987956640963,0.2441203349473569,211,23.051377465754282,62,10,40.74334623446915
1.9318470883891385,172,1519,6,16,0.0,87,3.4665771677610433,9.72446926581688,0.28902745892330894,231,37.86190953994239,592,10,26.216072756828826
2.2256280575901735,464,1121,8,15,1.4220653527669995,95,3.181505960965254,10.040931056040598,0.2914512999597691,212,13.71900083974836,314,15,24.973232317437436
3.1806978092722096,445,1204,5,1,0.0,87,2.9487351444164407,10.374497885527177,0.3579703152923902,234,12.07933216098268,2248,85,27.109449434376025
2.1744676489468437,509,1453,3,1,0.0,87,4.087250047045862,13.84474465953304,0.3803021233229182,236,25.266305324059665,59,0,30.165616718097887
1.7439897866800347,247,1761,6,1,1.7423932891224947,91,4.118350848505042,8.390829641317325,0.3420280832327832,240,19.010391602691914,1,0,22.992962497197002
2.965960863310493,200,2235,4,6,0.0,95,4.206010508234625,10.409032400848279,0.3401574625476754,256,10.405777160745783,632,15,25.892248586179555
2.33979835706368,378,1118,5,1,0.0,91,3.65526681436058,8.195802764200607,0.32184912872038557,237,25.014545665736023,173,10,33.34974220821393
3.4470355375945463,232,1517,8,4,0.0,93,3.6138393450183415,10.672330995357834,0.2327679237362534,234,13.593294555968905,1235,10,24.081052610736755
2.147129970713099,309,1143,4,4,0.9143625187557535,89,3.2232668291033986,11.926975469982578,0.40203896793861943,229,3.9903831172180304,28,15,35.962702877024704
1.3118466996260902,308,1491,8,8,0.0,87,3.1062182060018113,9.590863471379723,0.2897523738262737,209,15.817631485469425,477,10,23.434291315438628
