engine_size,horsepower,weight,cylinders,age,turbo_pressure,fuel_octane,drivetrain_ratio,targets
2.9322699761982256,310,2011,6,2,0.0,89,3.6408114835854732,27.47032827943305
2.953492464618496,192,1331,12,1,0.9266437343753413,93,3.613869310211523,33.00744484973436
2.04180492208938,342,1266,6,5,1.4724096987073287,87,3.8277974376703066,26.84943885160434
1.1745387243204426,236,2431,12,2,0.7036028232512082,89,3.6190262711579155,29.663537694540267
1.225555668624652,197,1141,4,0,0.0,93,3.7691306718562454,45.48786780188556
1.8961369582130267,205,1414,8,0,1.7638239042221215,87,3.3597448666520005,28.70720863645277
1.2908294189024474,142,1735,8,6,0.0,87,2.9976851079587155,30.776202036259388
1.7707435264517486,242,1905,8,13,0.0,95,3.7904623682941727,31.937196932296537
2.8093075636150524,210,1920,4,1,1.4101189507105787,87,3.8912844898056003,29.52692845400491
2.6414390076109835,189,1831,6,4,0.0,87,3.628500890243482,28.79197222635675
1.7973057697737513,137,1870,6,17,0.0,87,3.3568742995986702,33.46065845837196
1.1079987600378638,129,1672,8,11,0.8428594028742189,89,2.7775135199240477,31.081269478858744
3.4624719819165715,288,1131,4,5,0.0,87,2.7552080103062404,31.247641799880494
0.8,295,1167,8,14,1.0917240756756537,93,3.2638120696310393,32.13513647431012
0.8205244359585283,327,1534,6,0,0.0,93,4.3081104023898,37.758561968928696
1.9864276680906008,131,1004,6,20,0.0,91,3.0193182636426266,39.749231154214975
1.6683425928997104,254,900,6,0,0.0,91,2.897675099018203,40.07904160096455
3.0881654723260454,297,1951,4,8,0.8533515747246525,93,3.8911702436754823,31.776216574179156
1.555382173734051,164,1788,4,7,1.3505657971026785,87,3.8276411567000976,35.29644548477374
1.8462299657759358,222,1521,8,2,0.0,93,4.21531203601891,32.99904766970362
1.5144832877757906,291,1915,6,15,1.9084309318566697,87,3.4832096685440503,25.433447992372116
2.714719984921142,292,1014,4,2,0.0,87,4.226544862215685,36.64719436503655
1.8908626293033928,206,1634,6,1,1.084745962058263,91,2.173185838969081,33.86430810170202
2.518625466288784,241,2104,6,12,1.7807253164897792,91,3.0563155592687328,25.45307212534055
2.924289999276506,220,1164,8,1,0.0,95,4.300994772586915,34.412457905739984
1.237385707052685,140,1581,8,3,0.0,87,3.4593254665828614,32.2038787272081
3.2791699891045463,195,1822,4,7,0.0,91,3.425562281237861,34.58394591181686
2.307634618330944,478,1359,4,16,0.0,87,4.7268031982995184,30.682834851313405
2.952723869617257,357,1103,8,9,1.1691269752156794,87,2.95173268650606,20.376911648399798
1.141958921153979,402,1591,4,9,0.0,87,3.6826840017231275,32.88338931314652
3.3129869068086983,262,1347,8,0,1.7721445981913804,95,3.6709444597983665,28.240550667084854
3.23327679649942,187,1828,8,2,0.8488222696125678,95,3.8173656731236565,28.126373778189986
1.4822247695441426,344,1361,6,6,0.0,87,3.9909279127848913,33.01621426414178
1.466205023476548,270,1270,4,2,0.0,89,4.602149727548774,39.75439766182025
2.6996752148443917,238,1687,4,6,1.5879130769268464,87,3.59350492570593,27.259856841100436
1.9791731447767944,301,1452,6,6,0.8297310782334597,87,3.395810709918662,29.838825689658954
0.8,188,1466,6,13,0.6123584588619616,89,3.323230524721348,34.73685324036072
2.7495602214270844,229,1254,4,24,0.0,89,3.49301999999208,33.82333406198035
1.9552574745646645,233,1739,6,10,1.2841763894089766,87,3.2454503816013216,28.196815998956446
2.2075582151776234,386,1846,3,6,0.0,87,3.066021167513214,32.363203831078486
2.343693198035861,146,1732,4,5,0.0,91,2.5877697340146053,39.94678699432745
2.1657018962170373,144,1746,10,4,1.5971805689087468,93,2.8782596965184406,29.86284038385292
3.330490093368732,334,1837,8,1,0.0,87,3.424758748736801,22.716585969064024
2.027570996483911,282,1511,6,4,1.001406007269579,95,2.3870309109505756,34.210535741630906
2.3846579887474277,255,1807,10,5,0.0,87,4.316215311199057,24.203101787720193
2.3467834157055636,115,1729,8,7,0.0,89,4.058691146126394,28.006921553322066
1.9927758784716687,261,1644,6,4,1.455695137022524,87,4.499337157482484,26.421830863805376
2.143500769080558,294,1663,6,1,0.0,91,3.6362492230874772,34.403519032448074
1.5430683925871231,199,1873,4,0,0.0,93,3.6070147730792805,42.44881317848923
1.3995568039037476,224,1598,6,7,0.0,87,3.2989229220662257,32.098871532172154
3.4543394723239755,221,1529,4,1,0.0,89,3.2247295632555826,35.42903212448854
1.7532515475466235,226,2285,4,6,0.0,95,3.4612704330040045,38.66247590422315
1.6277061469363805,168,924,8,0,1.064014026937349,87,3.6592210609342777,33.55267592972082
2.4408739102887096,156,1575,8,12,0.0,87,3.7603045855658603,26.931163445986883
5.060031622448195,594,1120,8,5,1.116067806566623,91,4.314660085697772,14.16547364982044
2.4122018133402676,174,1485,4,5,0.0,93,3.9394495491861745,39.07291551332098
2.7545115890832648,303,1480,8,1,0.0,95,3.606055195689103,30.755166939791188
2.1610003705532055,202,1206,6,12,0.0,87,2.5128754786075174,33.12501314584976
2.6267637314167716,153,1500,6,1,0.808123864136119,87,3.741763954819054,29.750582393468083
2.1034606174913515,175,1197,4,1,0.0,89,2.387475166694764,41.45230933577314
0.9746408442393153,261,1839,4,6,0.3,91,3.6655914344270317,36.63295821121768
2.367261459277569,375,1915,4,2,0.0,93,3.827062240444741,35.28494123941849
2.523265945013916,273,900,8,5,1.8053120977127635,91,2.019777616114945,26.776322157457614
2.239370454862707,498,1123,4,20,0.0,91,3.88840651230827,33.2800850034186
1.4956569709874288,169,1415,4,28,0.0,87,2.913422614104071,36.863824042611405
3.1451088593644765,276,1092,6,3,0.0,87,2.8827129319559592,28.462383371064444
1.8081908518491803,232,1078,8,1,0.0,95,4.2859359239247965,36.7637193890664
3.910776289940516,339,2065,4,4,0.0,91,3.381413895845686,31.49758058767416
2.2020374624916714,153,1339,4,4,0.0,89,3.6163892201424934,38.99561833172971
1.8068773023642561,214,1964,4,2,0.7395956736830454,91,4.703665491730696,35.791135902720484
2.867814885576137,343,1432,4,7,0.0,87,4.194810572914746,32.71666089882386
2.851954005950959,267,1268,4,1,0.0,91,3.3807427179561738,37.36900513880419
1.2891880469216155,277,1335,4,9,0.0,89,4.411295832693963,38.346697779885275
1.56521693779716,155,1425,4,3,0.0,95,3.7978593433717176,44.71329121819626
2.2137506631419432,242,1758,8,1,0.8276388065911313,89,3.371528826867004,26.754520342036674
2.8203329100825134,634,1515,10,6,1.4975840372066531,91,3.5084700030765963,18.194030885563564
1.0992347760033594,223,1406,3,2,0.0,91,3.2781590670250305,40.55478310983315
3.6089949030925608,349,1322,4,3,0.0,95,3.9547689690260897,36.7459061624936
3.305099016682022,316,1754,3,3,1.2678741506141964,93,4.457688728553356,31.760572946407898
2.616142872084331,129,1768,3,3,0.8874146487061976,91,3.172123402032139,36.68296438484911
2.140150598293716,192,966,8,3,0.8779450552639589,87,3.1238371152975253,30.74679830709954
1.5672801380585184,421,1841,10,4,1.5099774659852856,91,3.4877505888903,25.575348626544482
2.6597953532755305,279,1449,6,15,0.0,95,2.9428278838395214,33.395574101078644
3.5042547902237717,195,1809,4,11,0.0,91,3.0652340909991844,33.63601704058816
2.4160747164135925,225,1813,6,2,0.0,91,3.7236713432592645,31.548753620238696
1.288782507945362,217,1217,4,6,0.8257611803722155,91,3.904906802127246,39.21238169177621
1.2605492653838013,216,900,6,5,0.7687443562764384,91,3.413509483892618,38.656686840045666
2.422220965165653,174,1962,6,4,0.0,91,3.218334192765736,32.51040025332877
2.513139764598122,227,1081,4,14,0.0,87,4.584743333450611,35.95244415889737
5.01654612836352,315,1057,3,4,0.0,87,3.5651391011992337,32.04002831182309
2.028701390524664,276,1100,6,4,1.7881519840251685,91,2.41628883216175,31.15845001613446
3.192491886089263,180,1579,4,1,0.0,89,3.231689345633391,36.02595996116773
3.0532523784438164,434,1628,6,1,0.0,89,3.3832270451686166,27.30125026285475
1.7525680127718253,166,1924,4,2,0.0,89,3.648286146972223,38.73682978609517
1.751346523409682,314,1600,8,4,0.0,91,3.804586614376828,30.779689985419896
2.2900966405704226,356,1271,8,6,0.0,89,2.8922149221936344,28.535924536393512
2.24264420270821,193,1419,4,2,0.0,87,2.830253388142693,38.614483925206194
1.7625135286247746,255,1372,6,2,0.0,89,4.151319334521607,35.29727485642717
2.259537708116072,300,1073,4,0,1.6236187407598426,89,2.9677415857317797,36.29640381135408
2.248290507107139,105,1652,6,26,1.487410427691601,93,2.8959117400060785,33.717906425974505
1.4318357400699233,315,1706,6,12,0.0,91,3.2624750305078654,32.655154605470685
1.9909665129598544,366,1565,6,2,1.3723619463871861,87,3.3964071076959184,28.591034023557793
2.637143261498726,176,1587,6,2,1.0444106589913251,93,2.6460803000766715,34.3415849350149
1.3147398930710135,233,1425,6,1,1.4185990912308946,91,3.4997503819573765,35.22910581906403
1.7558613424466734,405,1336,4,3,0.0,87,3.663340510123372,36.05588672075191
2.4245524329972965,384,1256,8,30,0.0,91,4.1728153076237335,25.311951895531635
1.1573747936112098,131,1275,4,6,0.0,87,3.9326006763497925,41.17678354726614
2.0606432474004803,265,1355,3,0,1.5935276252247443,87,3.908412482363766,34.8228812298029
2.097611993348874,175,1669,8,4,1.6530556067692581,91,3.070851691115754,28.754893410359895
1.3808644526920375,114,1930,3,1,1.8880979632168007,87,3.7708803317125117,36.550108198187566
1.3994878256338477,272,1040,8,5,1.0650313833965137,93,3.741992064333861,33.59130866386871
2.8582350815865674,167,1408,6,6,1.6069088060154546,87,3.666941057105093,26.494874175740843
1.816175390242504,217,1613,4,7,1.2376231885942586,87,4.023971030784461,32.7429561894455
2.788417431504701,260,1164,3,3,1.2206598841039866,93,3.034612407542091,35.755110386759725
2.230897407935819,182,1692,8,1,1.1112527560991776,87,3.5839420307438172,25.0532108566272
3.112651585039883,214,900,3,0,1.4159036759540613,89,3.881654427603138,37.90840045185512
2.331281987244338,183,1550,8,0,0.7446362761194877,91,2.730354660269329,31.333748686798213
1.6744959398120138,237,1534,8,4,0.0,93,3.6687774710037417,34.61103249260691
1.945565354512916,252,902,8,5,0.0,87,3.6337151708382542,30.888236780365965
1.7729471336068199,289,1538,6,0,1.5282878391699766,91,3.4327755871993806,34.07075308018612
3.004314916494481,408,1546,4,0,0.0,87,3.444893387635911,32.25196695299527
2.8363995822242263,223,2265,4,2,1.0770953486582164,93,3.9820484258666715,32.689905856635704
2.0086288100487946,160,1649,6,10,0.0,89,4.385779148268645,32.44024854157033
0.8405293327359932,160,1902,6,0,0.7964936265885794,87,2.613188476871775,34.28031183012627
2.3908849733655337,280,1611,4,7,0.0,89,3.2179550087168427,34.93925823578625
2.235724492104096,173,1422,8,2,0.0,87,3.292067380137807,30.052867889318584
1.5410248135333227,141,1205,4,4,0.0,87,3.246937816645769,40.43223128333475
1.6226981383366321,353,1205,8,0,0.6287851864609971,89,3.86375207926454,31.844872988372664
2.306580110810294,280,2717,12,2,1.1379658779126725,91,3.8593348946536765,24.03179980293724
1.923704809304633,150,1290,4,3,0.0,93,4.249619990879885,42.40995678729551
2.5391467948342186,155,1455,5,1,0.0,93,3.017942853097447,39.932557724711366
2.4714220318536957,315,1595,8,8,0.0,91,3.347875241061489,26.402290561733146
1.3829892491389095,214,900,6,5,0.0,87,3.589477162639194,37.28842497397786
1.8713629805810492,183,1491,4,3,0.0,91,3.269359281995183,41.000442073380704
3.3810015002636344,335,1314,4,6,0.0,95,2.0504075503134196,38.43035023280433
1.9831858322254337,198,2187,4,1,1.6822715775440023,95,3.0687322471969063,37.00409925693663
1.8313831097307898,218,1714,6,4,1.9176989191940268,89,3.894274828968131,29.879455471686672
1.4040614400193774,700,1696,6,2,0.0,89,4.1706369005500346,31.084116058794397
1.8990886063226227,326,1716,4,6,0.7192431914264121,89,2.9512714317193858,33.51822653425858
2.3506201415947277,193,1494,4,5,0.0,87,4.002709117080526,34.79188219241732
1.5711901610400225,359,1391,8,21,0.0,89,2.8703862670411295,26.864501771265175
2.1565062034018823,191,1947,3,1,1.9341650631073586,95,4.50719214410495,35.02818376154334
2.059403674099954,378,1832,6,1,0.46946423965741624,89,2.7832753260556817,31.48513848321327
2.2939012364499316,224,900,4,14,0.7652533402712929,89,3.974839341880621,35.6524667154004
1.211288004610744,361,1467,4,0,0.8212875833460933,93,3.3482842339381267,39.44363977534895
0.9191820391077484,121,1172,4,10,1.3282957421358572,95,2.0599198932046097,45.23192987846625
2.4771197102962192,209,1323,6,11,0.0,87,3.2216712652788466,31.264082194189466
2.1057774593402443,249,1229,8,0,0.0,87,3.4460425178402696,31.586535734292145
1.5397309012597526,306,1363,6,3,0.0,91,4.076152726090501,36.145906113099606
2.25058785573432,276,1551,8,6,0.0,87,2.7789664213998506,28.401043356597803
2.645953059683591,225,2188,4,1,1.2578953612652302,89,2.97309958254303,30.01155378620324
2.276445049784375,99,1454,3,17,0.8581249535956168,91,3.4878526387624857,38.326481336879404
3.273144449959883,212,1093,4,4,0.755839842269357,91,3.5757645671973592,36.66997745815475
1.846568509146639,218,1365,6,0,0.618068475088078,87,2.9441511799773625,34.98104750268339
2.1632440084976503,379,1639,8,3,0.0,89,2.7815403574871516,27.368274851109025
3.1253371300272113,118,2038,6,3,0.0,89,3.6187331909875806,31.778929014015862
3.6299340188077047,122,1336,6,3,0.0,89,3.8901428611892466,32.898687140397136
2.240852368658187,193,949,8,23,0.0,89,3.486354128358696,31.311248415396623
1.463979105870799,130,1028,5,2,1.8190559806529953,89,3.071974445147717,38.240031404028656
2.6921321175299027,361,2118,8,2,0.0,93,3.912235659075226,25.434591434566485
2.4862833769521395,211,1561,6,9,0.0,89,3.4808958972650252,30.978936461456268
1.8637174376127759,222,963,6,0,0.0,93,2.8365012945322343,41.47546170364496
2.0371065316782606,163,1556,4,2,0.0,91,3.855815466030758,39.61040435518956
1.102916170967512,133,900,8,16,0.0,93,2.341433532139645,37.708396606794125
1.7204278301227411,338,1292,4,0,0.9798253425442145,89,2.426607328476177,36.31796792018263
1.1962054016056363,247,1637,6,1,0.0,91,3.2899870839706313,35.87676936734105
2.6144030941272476,240,1482,8,7,1.3460327028799381,91,4.433915219661795,26.103853558035375
1.8153766687060415,461,2376,12,8,0.0,91,3.228446203737668,28.72258641975118
2.980545012681786,171,1636,4,4,0.0,87,3.339249870281742,34.19449421321732
2.663346622928412,169,1333,4,1,0.3787925906399786,93,3.5419090024989495,39.34489450301927
1.5966345171202354,253,1353,10,1,0.0,89,4.072870148738685,33.13799646283492
1.6355975781969547,260,1361,8,10,0.0,89,2.9082735065470375,30.002853641934035
2.561993991317072,370,1422,3,0,1.4104412614810768,87,3.3605052229006067,31.736107226621378
2.5999486668110303,190,1346,4,2,0.0,89,3.1265746716197578,37.935550920641134
2.4217364573305735,212,992,12,1,0.0,89,4.285797924732475,35.71790511141881
1.696170128568451,338,1782,3,4,0.0,93,4.936725093239153,37.10027079720067
1.9846028645123093,178,2057,4,0,0.0,91,3.3972830919995025,40.03837282297499
3.9144687154515965,346,1939,4,3,1.7723536955652581,93,3.8092772274520623,26.494023809015903
1.5529187617909825,188,1136,12,6,0.0,95,3.205479617151495,40.482708538128776
2.387673441609091,152,1125,4,10,1.645556490790996,87,3.9528370791702727,32.766627750902906
2.835137863436647,188,1391,3,8,1.8723949286751016,91,3.396537683013579,31.827449011890938
1.549463993139207,238,1662,8,3,0.0,95,3.5664941175999623,35.78094098298002
2.002818498828178,274,1801,4,1,1.3196368914050778,87,4.223785374133803,30.16408057631096
2.2107815202747845,233,1818,8,26,0.0,93,2.426786770053046,28.313591715177136
2.1260728413598624,158,1332,8,7,1.2550896868320225,87,3.5273202533125523,27.597217887916898
2.363835784628327,335,2141,3,10,0.563530299011237,91,3.716836081912326,30.914958377380657
2.195176229013837,214,1780,6,2,0.0,95,3.3514314178453337,37.60805778928911
1.2075224634930166,270,2594,12,3,0.0,91,3.70643654945497,30.61535705690468
3.387810782083595,310,1790,8,4,0.6262557644813621,87,3.430416148153461,19.856873956539513
1.640200121107323,202,1343,6,1,0.8456469640097817,93,2.1741783986504917,36.42226363485729
2.9394391003989924,327,1425,4,0,0.0,87,3.864466439005969,34.898839255510346
1.9040243194505035,291,1190,4,11,0.9542214976733225,87,4.053555376502594,32.80748907068189
2.335926145428353,217,1721,8,1,0.0,93,3.3947934543134384,31.121059480246625
1.6124333492245781,204,1573,8,0,0.9670430048994775,87,3.3886088629446793,30.2846718794504
1.9783264342630154,233,1960,8,9,0.0,89,3.6652782270299213,26.754899716382436
1.880862603481861,257,1254,8,3,0.0,89,3.313433217136408,32.14377659502128
2.3274154340045907,286,1798,4,1,0.0,93,3.2575003016310475,38.48800556306562
2.1600517427884127,192,1646,4,4,1.838526648074705,93,3.057485343961803,35.250511548644525
1.2225668754286185,94,1670,6,12,1.77503024354956,87,2.0,32.94724470881223
3.007550060796515,239,1291,6,9,0.9883828021002999,95,3.418983072932061,32.368469825574266
1.6165971995605082,280,1481,6,30,1.7677458558245314,87,3.1016537214554516,27.05016289290696
1.1948319338668167,288,2026,6,8,1.4614456816814814,87,2.9726272944731207,26.106897275819513
2.2696473789776896,288,900,4,0,0.0,87,3.7008090623167975,37.7402727582146
1.9598647470026447,335,1542,4,9,0.0,91,3.4034934892064324,36.82757631518996
1.863131359898308,172,1310,6,0,0.0,87,3.1706380644413152,37.13431504919012
1.8257273276451287,203,1456,4,0,0.0,87,3.276968445770046,40.33131590562034
1.7055020618833012,317,1298,5,4,0.0,87,3.846232215724497,35.02094733819293
2.349799605650121,234,1129,4,4,0.3,89,4.417230965759788,36.67250969057884
3.4674697031844146,319,1441,5,1,1.056868874702268,93,3.8781294349925557,32.50098392010003
3.4178408567961513,188,1354,4,20,0.0,93,4.392502277805073,36.538379403242004
6.5,243,1030,12,2,1.1415513521829956,89,3.067685750696336,20.42026178482851
1.6859539378614654,181,1428,6,15,0.0,91,3.7271300804286382,36.83305568608341
2.240326624932448,405,1258,4,9,1.3472379961360637,93,4.151232532447123,32.974286833352046
1.3594241388425339,269,1474,4,0,0.0,95,4.271525000892798,44.63605514067641
2.4780382421407423,227,1629,8,6,0.0,89,4.260058592328759,26.72430423475778
1.6312382868389423,287,1318,6,0,0.0,87,3.339959795217722,35.16946917598469
1.8027395618243582,327,1879,6,1,1.30552430918558,95,3.499478843168742,33.646592678936464
2.806475043756183,206,1376,8,6,0.0,89,2.695224549319835,27.814961393233492
3.5406992694351294,143,1309,6,9,0.0,91,3.1359122388808887,32.89129967232899
3.9507925489643707,260,997,5,3,0.7051969201959554,89,3.0003289509210216,31.529881213951366
1.3456950670956984,113,1345,12,0,0.0,89,3.1198246307316437,39.43970911101705
2.091172826610223,152,1386,4,5,1.4255498545714287,87,3.1584521246346124,35.88362519916432
2.223693930003575,200,1053,4,7,1.1853832288894834,87,4.710058229618481,34.840377924838265
2.6110371568094712,475,1418,8,8,0.709905508424786,95,4.026166043016733,26.44754720784687
2.858104381974869,217,1692,4,14,1.3275061297991995,87,2.6785019201717155,28.88275731956241
3.498243292982807,231,1502,6,4,0.0,89,2.8764683898034247,29.389370398198427
1.578250847672006,241,964,4,7,0.0,89,4.446392887609215,40.7191292559903
2.261476171551552,148,1426,6,5,0.0,89,2.7973175527429563,36.38757502369945
1.4332244819475977,164,1670,4,2,0.8568395778382778,87,3.2399502327948304,37.606609353782645
1.5870284719893477,166,1704,6,15,0.0,87,3.751329494893293,33.60255265901533
1.8010821081017208,264,1218,6,8,0.0,91,2.4855714281678574,34.36474431117266
2.1993979911378645,230,900,6,9,0.0,87,2.4696067658919714,33.57874142904288
2.2379028260351097,317,1513,4,11,0.6002767166213574,93,3.1385041276336803,36.68043489563241
1.592600074980504,264,1615,4,1,1.3184121093969297,91,3.774951966332608,37.48026500232972
3.236925871737506,258,1372,6,0,1.5203738280868782,87,4.0875787659599085,27.35189080725652
2.5258834102639622,121,1497,8,3,0.0,91,2.9567116611315627,32.97873090114705
2.353659748735364,186,2076,6,10,0.0,95,3.4895939349070537,33.934720069827115
3.108213610675678,269,1167,4,9,0.0,87,2.6829942874097386,32.192222984921386
1.6157586016327046,131,1921,4,8,0.0,91,3.615162407308751,40.06494827066436
2.5288566118754563,316,1375,4,1,0.0,93,2.4841518396812425,40.544623703737855
3.981653343271974,293,2148,4,2,1.1164667625756393,87,3.0497042774452,26.148911603725125
2.209920338753611,205,1771,4,0,1.6268612002345946,93,3.2018052233733143,37.69515023713192
1.7175420615054895,359,1115,8,8,1.4966045381790938,87,2.7342989207201125,24.443187669936773
2.2366820359099098,197,925,8,6,0.0,87,3.8656409606069704,30.133223949811704
0.8281060312314091,244,1069,8,0,0.0,89,3.344006703994026,35.75443246204402
1.521331402142857,349,1626,4,1,1.3248288743825078,89,3.5715973105259344,35.608987080757814
3.5362171406284224,299,1820,4,11,0.0,93,3.1300814907147907,33.00803795432283
2.6254921246486407,195,1562,6,0,1.3305937339222527,91,4.565901712576483,31.66642302751689
1.7602486691299912,190,1270,8,4,0.0,89,3.697459847356361,33.14462313991824
1.544187793003869,218,1432,3,0,0.0,87,3.51839310303118,40.59810088717919
4.2023844931130805,335,1526,4,10,0.0,87,3.6044023750951424,28.177900366039605
2.7363526539950946,465,1722,4,0,0.9461154792271984,87,4.622033224649499,30.352556825937615
2.5592259246693327,363,1107,8,4,0.9882139748918812,89,4.286930919369056,24.971277630630784
2.874732396336013,329,2129,6,4,0.0,87,3.796907181010739,25.25326738445355
